customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Country,State,City,ZipCode,LatLong,Latitude,Longitude,ChurnValue,ChurnScore,CLTV,ChurnReason
1579-KLYDT,Male,No,No,No,7.0,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.45,593.45,Yes,United States,California,Hickman,95323.0,"37.605926, -120.69955",37.605926,-120.69955,1.0,98.0,5356.0,Competitor made better offer
5232-NXPAY,Female,No,No,No,47.0,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,74.45,3510.3,No,United States,California,Hilmar,95324.0,"37.394536, -120.890747",37.394536,-120.890747,0.0,55.0,3459.0,
8967-SZQAS,Female,No,No,No,14.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.45,765.45,No,United States,California,Hornitos,95325.0,"37.479926, -120.230424",37.479926,-120.230424,0.0,48.0,3185.0,
4468-KAZHE,Female,Yes,Yes,No,20.0,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.0,1259.35,No,United States,California,Hughson,95326.0,"37.5923, -120.853288",37.5923,-120.853288,0.0,37.0,2399.0,
0455-ENTCR,Male,No,Yes,No,66.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,85.25,5538.35,No,United States,California,Jamestown,95327.0,"37.84771, -120.486589",37.84771,-120.486589,0.0,38.0,5012.0,
8944-AILEF,Male,No,Yes,No,15.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.45,340.85,No,United States,California,Keyes,95328.0,"37.555631, -120.911653",37.555631,-120.911653,0.0,67.0,2483.0,
5542-NKVRU,Female,No,No,No,42.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.75,844.45,No,United States,California,La Grange,95329.0,"37.666587, -120.411517",37.666587,-120.411517,0.0,57.0,2574.0,
7126-RBHSD,Female,No,Yes,No,17.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,78.9,1348.95,No,United States,California,Lathrop,95330.0,"37.80821, -121.308401",37.80821,-121.308401,0.0,38.0,2362.0,
5370-IIVVL,Male,No,No,No,37.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),104.5,3778.0,No,United States,California,Le Grand,95333.0,"37.249377, -120.249581",37.249377,-120.249581,0.0,21.0,4812.0,
6789-HJBWG,Female,No,No,No,12.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,49.4,611.65,No,United States,California,Livingston,95334.0,"37.361987, -120.748394",37.361987,-120.748394,0.0,70.0,5007.0,
3927-NLNRY,Male,No,Yes,No,53.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.25,4867.95,Yes,United States,California,Long Barn,95335.0,"38.109125, -120.078597",38.109125,-120.078597,1.0,96.0,5414.0,Moved
9087-EYCPR,Female,No,No,No,60.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.0,1505.05,No,United States,California,Manteca,95336.0,"37.830267, -121.201018",37.830267,-121.201018,0.0,24.0,6355.0,
6791-YBNAK,Male,No,Yes,Yes,18.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),25.55,467.85,No,United States,California,Manteca,95337.0,"37.750822, -121.238423",37.750822,-121.238423,0.0,28.0,4134.0,
6358-LYNGM,Male,No,No,No,1.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,74.9,Yes,United States,California,Mariposa,95338.0,"37.526791, -119.99437",37.526791,-119.99437,1.0,84.0,2548.0,Moved
6077-BDPXA,Female,No,No,No,3.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.15,194.2,No,United States,California,Merced,95340.0,"37.255637, -120.493537",37.255637,-120.493537,0.0,26.0,2228.0,
0013-MHZWF,Female,No,No,Yes,9.0,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),69.4,571.45,No,United States,California,Midpines,95345.0,"37.581496, -119.972762",37.581496,-119.972762,0.0,55.0,5108.0,
5494-HECPR,Female,No,No,No,1.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.25,80.25,Yes,United States,California,Mi Wuk Village,95346.0,"38.121601, -120.133915",38.121601,-120.133915,1.0,69.0,2502.0,Moved
8268-YDIXR,Male,No,Yes,No,56.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Electronic check,93.15,5253.95,No,United States,California,Merced,95348.0,"37.40122, -120.514191",37.40122,-120.514191,0.0,56.0,4778.0,
9824-BEMCV,Male,No,Yes,Yes,17.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.0,1149.65,Yes,United States,California,Modesto,95350.0,"37.671806, -121.007575",37.671806,-121.007575,1.0,77.0,3368.0,Competitor offered higher download speeds
1373-ORVIZ,Female,No,Yes,Yes,11.0,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.35,740.8,Yes,United States,California,Modesto,95351.0,"37.621458, -121.012295",37.621458,-121.012295,1.0,91.0,2860.0,Competitor offered higher download speeds
4291-SHSBH,Male,No,No,No,7.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,521.35,No,United States,California,Modesto,95354.0,"37.639029, -120.964772",37.639029,-120.964772,0.0,71.0,4704.0,
6980-IMXXE,Female,No,Yes,Yes,69.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.2,1412.65,No,United States,California,Modesto,95355.0,"37.672906, -120.946594",37.672906,-120.946594,0.0,34.0,5267.0,
9866-QEVEE,Male,No,No,No,19.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.0,1532.45,Yes,United States,California,Modesto,95356.0,"37.716186, -121.025836",37.716186,-121.025836,1.0,98.0,4857.0,Competitor offered higher download speeds
9897-KXHCM,Female,No,Yes,Yes,3.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.3,250.05,Yes,United States,California,Modesto,95357.0,"37.670526, -120.877572",37.670526,-120.877572,1.0,72.0,3212.0,Competitor offered higher download speeds
0040-HALCW,Male,No,Yes,Yes,54.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.4,1090.6,No,United States,California,Modesto,95358.0,"37.612612, -121.108568",37.612612,-121.108568,0.0,60.0,6393.0,
0784-GTUUK,Male,No,Yes,No,62.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),23.75,1446.8,No,United States,California,Newman,95360.0,"37.343846, -121.039391",37.343846,-121.039391,0.0,66.0,4811.0,
7979-CORPM,Male,No,No,No,24.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.55,2282.55,Yes,United States,California,Oakdale,95361.0,"37.785033, -120.776141",37.785033,-120.776141,1.0,67.0,5927.0,Don't know
2294-DMMUS,Female,No,Yes,Yes,62.0,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),70.45,4300.45,No,United States,California,Patterson,95363.0,"37.410236, -121.320337",37.410236,-121.320337,0.0,37.0,5057.0,
0872-JCPIB,Male,No,No,No,17.0,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),65.75,1111.2,No,United States,California,Pinecrest,95364.0,"38.224869, -119.755729",38.224869,-119.755729,0.0,63.0,3921.0,
3055-MJDSB,Male,No,No,No,9.0,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.6,190.1,No,United States,California,Planada,95365.0,"37.329725, -120.306399",37.329725,-120.306399,0.0,49.0,2323.0,
9091-WTUUY,Male,No,Yes,Yes,64.0,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,69.25,4447.75,No,United States,California,Ripon,95366.0,"37.750778, -121.13238",37.750778,-121.13238,0.0,25.0,4226.0,
1618-CFHME,Female,No,No,No,2.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.9,143.35,Yes,United States,California,Riverbank,95367.0,"37.734971, -120.954271",37.734971,-120.954271,1.0,86.0,2101.0,Don't know
3165-HDOEW,Male,No,Yes,Yes,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,45.85,Yes,United States,California,Salida,95368.0,"37.713152, -121.08739",37.713152,-121.08739,1.0,73.0,3706.0,Don't know
6581-NQCBA,Female,No,Yes,No,16.0,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,49.95,810.2,Yes,United States,California,Snelling,95369.0,"37.521708, -120.426843",37.521708,-120.426843,1.0,78.0,4840.0,Don't know
7115-IRDHS,Female,No,Yes,No,72.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.65,1830.05,No,United States,California,Sonora,95370.0,"37.982716, -120.343732",37.982716,-120.343732,0.0,66.0,5065.0,
8496-DMZUK,Male,No,No,No,30.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),90.4,2820.65,No,United States,California,Soulsbyville,95372.0,"37.990574, -120.261821",37.990574,-120.261821,0.0,78.0,3171.0,
2040-VZIKE,Female,No,Yes,No,49.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,100.85,4847.35,No,United States,California,Stevinson,95374.0,"37.316807, -120.855753",37.316807,-120.855753,0.0,53.0,5417.0,
9068-VPWQQ,Male,No,Yes,No,61.0,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),75.35,4729.3,No,United States,California,Tracy,95376.0,"37.680968, -121.446049",37.680968,-121.446049,0.0,35.0,6466.0,
0178-SZBHO,Male,No,Yes,Yes,47.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,87.2,4017.45,No,United States,California,Tuolumne,95379.0,"37.939768, -120.188002",37.939768,-120.188002,0.0,76.0,3760.0,
0384-RVBPI,Male,No,No,No,20.0,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),64.4,1398.6,No,United States,California,Turlock,95380.0,"37.474396, -120.875917",37.474396,-120.875917,0.0,80.0,2120.0,
1689-MRZQR,Male,No,Yes,Yes,34.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.3,2564.3,Yes,United States,California,Turlock,95382.0,"37.529656, -120.854357",37.529656,-120.854357,1.0,77.0,2777.0,Don't know
1299-AURJA,Female,No,Yes,Yes,70.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.7,1685.9,No,United States,California,Twain Harte,95383.0,"38.107441, -120.230625",38.107441,-120.230625,0.0,59.0,5907.0,
4525-VZCZG,Male,No,No,Yes,54.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,105.85,5826.65,No,United States,California,Vernalis,95385.0,"37.609095, -121.263381",37.609095,-121.263381,0.0,35.0,5915.0,
1543-LLLFT,Male,Yes,Yes,No,61.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,Yes,Mailed check,98.3,6066.55,No,United States,California,Waterford,95386.0,"37.669516, -120.626964",37.669516,-120.626964,0.0,74.0,5413.0,
5835-BEQEU,Male,No,No,No,3.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.95,228.4,Yes,United States,California,Westley,95387.0,"37.546007, -121.28257",37.546007,-121.28257,1.0,92.0,4428.0,Don't know
2788-CJQAQ,Male,No,No,No,13.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.45,270.2,No,United States,California,Winton,95388.0,"37.421299, -120.599587",37.421299,-120.599587,0.0,37.0,3799.0,
5565-FILXA,Female,Yes,No,No,16.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.15,1529.2,Yes,United States,California,Yosemite National Park,95389.0,"37.704267, -119.607001",37.704267,-119.607001,1.0,96.0,5913.0,Don't know
0319-QZTCO,Female,No,Yes,Yes,3.0,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),58.7,168.6,No,United States,California,Santa Rosa,95401.0,"38.460517, -122.790335",38.460517,-122.790335,0.0,52.0,3654.0,
2120-SMPEX,Male,No,No,No,25.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.15,536.35,No,United States,California,Santa Rosa,95403.0,"38.488431, -122.752839",38.488431,-122.752839,0.0,58.0,3848.0,
0096-FCPUF,Male,No,No,No,30.0,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,64.5,1888.45,No,United States,California,Santa Rosa,95404.0,"38.526941, -122.709096",38.526941,-122.709096,0.0,48.0,5039.0,
0668-OGMHD,Female,No,Yes,No,21.0,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,28.5,629.35,No,United States,California,Santa Rosa,95405.0,"38.439696, -122.668817",38.439696,-122.668817,0.0,77.0,3766.0,
5552-ZNFSJ,Male,No,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.3,45.3,Yes,United States,California,Santa Rosa,95407.0,"38.394091, -122.739814",38.394091,-122.739814,1.0,66.0,4568.0,Don't know
2223-KAGMX,Female,No,No,No,15.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.4,289.3,Yes,United States,California,Santa Rosa,95409.0,"38.468893, -122.580539",38.468893,-122.580539,1.0,87.0,5379.0,Don't know
6507-ZJSUR,Male,Yes,Yes,No,23.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.45,2117.25,No,United States,California,Albion,95410.0,"39.225694, -123.717354",39.225694,-123.717354,0.0,24.0,5272.0,
9408-HRXRK,Female,No,Yes,Yes,45.0,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.15,4730.9,No,United States,California,Annapolis,95412.0,"38.731055, -123.316553",38.731055,-123.316553,0.0,22.0,5915.0,
5593-SUAOO,Female,No,Yes,Yes,24.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),83.15,2033.05,No,United States,California,Boonville,95415.0,"39.025867, -123.381544",39.025867,-123.381544,0.0,53.0,2404.0,
7321-PKUYW,Female,No,No,No,11.0,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,90.15,987.95,Yes,United States,California,Branscomb,95417.0,"39.710591, -123.682799",39.710591,-123.682799,1.0,66.0,5250.0,Competitor offered higher download speeds
2833-SLKDQ,Male,No,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.05,45.05,Yes,United States,California,Caspar,95420.0,"39.361283, -123.784599",39.361283,-123.784599,1.0,98.0,4094.0,Network reliability
6766-HFKLA,Female,No,Yes,No,56.0,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),103.2,5744.35,No,United States,California,Cazadero,95421.0,"38.578807, -123.19338",38.578807,-123.19338,0.0,34.0,4534.0,
7595-EUIVN,Female,No,No,No,1.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.8,75.8,Yes,United States,California,Clearlake,95422.0,"38.965804, -122.631779",38.965804,-122.631779,1.0,70.0,3940.0,Network reliability
7617-EYGLW,Male,No,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.45,19.45,No,United States,California,Clearlake Oaks,95423.0,"39.07116, -122.598542",39.07116,-122.598542,0.0,64.0,5820.0,
2026-TGDHM,Female,No,No,No,7.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.3,523.15,Yes,United States,California,Cloverdale,95425.0,"38.801936, -122.938935",38.801936,-122.938935,1.0,69.0,3830.0,Network reliability
9220-ZNKJI,Female,Yes,Yes,No,55.0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),88.8,4805.3,No,United States,California,Cobb,95426.0,"38.838088, -122.73203",38.838088,-122.73203,0.0,73.0,4291.0,
4030-VPZBD,Female,No,No,No,2.0,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,30.9,59.05,Yes,United States,California,Comptche,95427.0,"39.239818, -123.565432",39.239818,-123.565432,1.0,98.0,2860.0,Network reliability
2226-ICFDO,Female,No,Yes,Yes,72.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.9,6110.75,No,United States,California,Covelo,95428.0,"39.83307, -123.178765",39.83307,-123.178765,0.0,72.0,6361.0,
0723-VSOBE,Female,Yes,No,No,45.0,No,No phone service,DSL,No,No,No,No,No,Yes,One year,No,Electronic check,34.2,1596.6,No,United States,California,Dos Rios,95429.0,"39.756049, -123.358701",39.756049,-123.358701,0.0,38.0,5715.0,
5529-GIBVH,Female,No,No,No,47.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,1046.2,No,United States,California,Duncans Mills,95430.0,"38.445603, -123.063756",38.445603,-123.063756,0.0,74.0,2618.0,
4187-CINZD,Female,Yes,No,No,46.0,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),95.25,4424.2,Yes,United States,California,Eldridge,95431.0,"38.348884, -122.51699",38.348884,-122.51699,1.0,90.0,3180.0,Network reliability
9992-UJOEL,Male,No,No,No,2.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.3,92.75,No,United States,California,Elk,95432.0,"39.108252, -123.645121",39.108252,-123.645121,0.0,33.0,5870.0,
4741-WWJQZ,Female,No,Yes,No,2.0,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,80.15,194.55,No,United States,California,Forestville,95436.0,"38.499302, -122.92444",38.499302,-122.92444,0.0,26.0,5251.0,
6625-UTXEW,Female,No,Yes,No,12.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,51.25,612.1,No,United States,California,Fort Bragg,95437.0,"39.455555, -123.683979",39.455555,-123.683979,0.0,57.0,3097.0,
6818-WOBHJ,Female,Yes,Yes,No,68.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.6,6127.6,Yes,United States,California,Fulton,95439.0,"38.493888, -122.777141",38.493888,-122.777141,1.0,69.0,5651.0,Network reliability
6244-BESBM,Male,No,Yes,Yes,69.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.2,6671.7,No,United States,California,Geyserville,95441.0,"38.731771, -123.064272",38.731771,-123.064272,0.0,34.0,6166.0,
1004-NOZNR,Male,Yes,No,Yes,56.0,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,One year,No,Credit card (automatic),94.8,5264.3,No,United States,California,Glen Ellen,95442.0,"38.368744, -122.522642",38.368744,-122.522642,0.0,59.0,5693.0,
1251-STYSZ,Female,Yes,No,No,4.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,303.7,No,United States,California,Glenhaven,95443.0,"39.045246, -122.743181",39.045246,-122.743181,0.0,20.0,3828.0,
2612-PHGOX,Male,No,Yes,No,64.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),76.1,4818.8,No,United States,California,Graton,95444.0,"38.434362, -122.86891",38.434362,-122.86891,0.0,26.0,4222.0,
2408-TZMJL,Male,No,Yes,No,59.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.15,6448.05,Yes,United States,California,Gualala,95445.0,"38.848082, -123.50608",38.848082,-123.50608,1.0,97.0,4601.0,Network reliability
8480-PPONV,Male,No,Yes,Yes,62.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),115.55,7159.05,No,United States,California,Guerneville,95446.0,"38.52576, -123.013347",38.52576,-123.013347,0.0,25.0,6349.0,
8780-IHCRN,Male,No,Yes,Yes,63.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.65,1574.5,No,United States,California,Healdsburg,95448.0,"38.618347, -122.908422",38.618347,-122.908422,0.0,40.0,4392.0,
4598-ZADCK,Female,No,No,No,53.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,53.6,2879.2,No,United States,California,Hopland,95449.0,"38.93706, -123.118111",38.93706,-123.118111,0.0,28.0,5183.0,
1257-SXUXQ,Male,No,Yes,Yes,5.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.45,86.05,No,United States,California,Jenner,95450.0,"38.505995, -123.187019",38.505995,-123.187019,0.0,79.0,4573.0,
9681-KYGYB,Male,Yes,Yes,No,49.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,88.2,4159.45,No,United States,California,Kelseyville,95451.0,"38.93496, -122.792243",38.93496,-122.792243,0.0,24.0,5987.0,
7182-OVLBJ,Female,No,Yes,Yes,62.0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),101.15,6638.35,No,United States,California,Kenwood,95452.0,"38.419525, -122.521585",38.419525,-122.521585,0.0,36.0,5735.0,
5095-ETBRJ,Female,No,Yes,No,55.0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,56.8,3112.05,No,United States,California,Lakeport,95453.0,"39.080469, -122.955176",39.080469,-122.955176,0.0,33.0,4702.0,
7005-CYUIL,Female,Yes,Yes,No,71.0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,99.4,7168.25,No,United States,California,Laytonville,95454.0,"39.806141, -123.531098",39.806141,-123.531098,0.0,29.0,4964.0,
4821-WQOYN,Female,No,Yes,Yes,72.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.1,1326.25,No,United States,California,Little River,95456.0,"39.245911, -123.77214",39.245911,-123.77214,0.0,41.0,4603.0,
4730-AWNAU,Male,No,Yes,Yes,36.0,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),60.7,2234.55,No,United States,California,Lower Lake,95457.0,"38.925545, -122.549083",38.925545,-122.549083,0.0,69.0,3671.0,
3452-FLHYD,Male,No,Yes,No,25.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.95,495.15,No,United States,California,Lucerne,95458.0,"39.141934, -122.770679",39.141934,-122.770679,0.0,77.0,5682.0,
2388-LAESQ,Female,Yes,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.85,8317.95,No,United States,California,Manchester,95459.0,"38.966713, -123.586412",38.966713,-123.586412,0.0,26.0,4796.0,
9531-NSBMR,Female,No,No,No,36.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.25,679.8,No,United States,California,Mendocino,95460.0,"39.305545, -123.743697",39.305545,-123.743697,0.0,79.0,4904.0,
6260-ONULR,Male,No,No,No,1.0,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,62.8,62.8,No,United States,California,Middletown,95461.0,"38.787446, -122.58675",38.787446,-122.58675,0.0,36.0,2438.0,
4389-UEFCZ,Female,No,Yes,No,72.0,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,105.5,7544.0,No,United States,California,Monte Rio,95462.0,"38.471049, -123.015549",38.471049,-123.015549,0.0,62.0,5551.0,
8711-LOBKY,Male,No,Yes,Yes,59.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.85,1188.25,No,United States,California,Navarro,95463.0,"39.182916, -123.552571",39.182916,-123.552571,0.0,59.0,6144.0,
9134-CEQMF,Male,Yes,Yes,No,7.0,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,676.7,Yes,United States,California,Nice,95464.0,"39.12334, -122.838198",39.12334,-122.838198,1.0,89.0,3077.0,Network reliability
8985-OOPOS,Female,No,No,No,1.0,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),74.1,74.1,No,United States,California,Occidental,95465.0,"38.415003, -122.998726",38.415003,-122.998726,0.0,23.0,2900.0,
8800-ZKRFW,Female,No,Yes,Yes,30.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,107.5,3242.5,No,United States,California,Philo,95466.0,"39.094102, -123.500853",39.094102,-123.500853,0.0,51.0,3094.0,
2616-FLVQC,Male,No,No,No,64.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.55,1240.15,No,United States,California,Point Arena,95468.0,"38.911299, -123.609588",38.911299,-123.609588,0.0,27.0,6036.0,
9968-FFVVH,Male,No,No,No,63.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Bank transfer (automatic),68.8,4111.35,No,United States,California,Potter Valley,95469.0,"39.408634, -123.045516",39.408634,-123.045516,0.0,40.0,5082.0,
3108-PCCGG,Male,Yes,Yes,No,72.0,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),84.45,5899.85,No,United States,California,Redwood Valley,95470.0,"39.298065, -123.25211",39.298065,-123.25211,0.0,25.0,5856.0,
7993-PYKOF,Male,No,Yes,No,8.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.0,632.95,Yes,United States,California,Rio Nido,95471.0,"38.522328, -122.97932",38.522328,-122.97932,1.0,80.0,2587.0,Network reliability
